timestamp,scenario,asset,plc_ip,recipe_id,operator_mode,line_state,conveyor_run,safety_ok,estop,photoeye_infeed,photoeye_outfeed,jam_sensor,fault_lamp,fault_code,jam_timeout_s,speed_setpoint_pct,actual_speed_pct,motor_current_a,vibration_mm_s,temperature_c,line_rate_ppm,item_count,reject_count,reject_rate_pct,plc_cycle_ms,network_rx_kbps,network_tx_kbps,ground_truth_label
2026-09-01T10:00:13+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.06,78.63,12.868,2.274,46.26,93.14,125021,620,0.638,9.786,10.91,10.31,NORMAL
2026-09-01T10:00:14+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.07,78.0,12.547,2.205,47.5,90.9,125023,620,0.446,9.862,11.02,8.7,NORMAL
2026-09-01T10:00:15+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.07,77.77,12.779,2.33,46.44,90.81,125024,620,0.579,10.037,11.14,11.35,NORMAL
2026-09-01T10:00:16+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.08,78.17,12.981,2.403,46.46,89.13,125026,620,0.586,9.653,9.87,9.45,NORMAL
2026-09-01T10:00:17+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.08,78.5,12.766,2.194,46.77,92.54,125027,620,0.423,11.126,11.24,7.52,NORMAL
2026-09-01T10:00:18+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.09,77.29,12.818,2.28,46.78,92.93,125029,620,0.49,10.946,9.46,13.99,NORMAL
2026-09-01T10:00:19+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.09,76.28,13.2,2.204,46.67,91.81,125030,620,0.516,10.311,12.41,13.88,NORMAL
2026-09-01T10:00:20+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.1,77.96,13.386,2.223,46.7,97.69,125032,620,0.446,10.91,10.39,8.37,NORMAL
2026-09-01T10:00:21+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.1,77.89,12.208,2.267,46.98,92.75,125033,620,0.592,9.943,17.65,6.64,NORMAL
2026-09-01T10:00:22+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.1,78.53,13.271,2.287,46.45,95.42,125035,620,0.723,9.621,14.57,9.35,NORMAL
2026-09-01T10:00:23+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.11,77.62,12.955,2.276,46.54,90.29,125036,620,0.502,9.791,11.85,12.01,NORMAL
2026-09-01T10:00:24+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.11,78.91,13.051,2.587,46.67,94.23,125038,620,0.587,9.98,16.93,13.03,NORMAL
2026-09-01T10:00:25+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.12,78.46,13.105,2.204,45.97,89.15,125040,620,0.591,9.777,14.97,13.51,NORMAL
2026-09-01T10:00:26+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.12,78.39,12.952,2.39,46.88,92.15,125041,620,0.712,10.144,10.83,11.07,NORMAL
2026-09-01T10:00:27+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.13,79.05,13.456,2.236,46.96,94.32,125043,621,0.573,9.424,11.36,11.93,NORMAL
2026-09-01T10:00:28+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.13,77.33,12.589,2.324,46.59,94.14,125044,621,0.376,10.372,16.51,10.66,NORMAL
2026-09-01T10:00:29+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.14,78.47,12.564,2.472,46.83,89.17,125046,621,0.55,10.456,16.02,13.07,NORMAL
2026-09-01T10:00:30+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.14,77.22,12.964,2.394,47.15,94.36,125047,621,0.303,10.158,16.93,6.2,NORMAL
2026-09-01T10:00:31+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.15,77.43,13.289,2.233,46.95,88.89,125049,621,0.739,10.901,16.73,7.78,NORMAL
2026-09-01T10:00:32+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.15,78.51,12.481,2.265,47.17,92.7,125050,621,0.576,10.635,11.95,12.91,NORMAL
2026-09-01T10:00:33+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.16,78.02,12.56,2.242,47.01,91.8,125052,621,0.624,10.136,17.66,8.12,NORMAL
2026-09-01T10:00:34+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.16,78.83,13.106,2.31,46.43,91.32,125053,621,0.461,10.192,14.19,8.04,NORMAL
2026-09-01T10:00:35+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.17,78.12,13.182,2.261,46.55,89.28,125055,621,0.71,10.546,11.97,8.51,NORMAL
2026-09-01T10:00:36+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.17,78.91,12.424,2.299,46.95,91.58,125056,621,0.616,10.97,10.15,9.36,NORMAL
2026-09-01T10:00:37+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.18,77.74,13.147,2.236,46.51,93.88,125058,622,0.407,10.509,14.89,9.72,NORMAL
2026-09-01T10:00:38+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.18,77.66,12.829,2.128,46.73,91.95,125059,622,0.48,9.682,13.64,11.06,NORMAL
2026-09-01T10:00:39+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.19,79.46,12.944,2.211,46.77,94.94,125061,622,0.319,10.367,9.66,9.32,NORMAL
2026-09-01T10:00:40+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.19,77.83,12.594,2.27,46.31,91.94,125063,623,0.725,9.895,15.93,6.85,NORMAL
2026-09-01T10:00:41+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.19,78.42,13.234,2.286,46.9,92.96,125064,623,0.342,10.467,15.01,13.9,NORMAL
2026-09-01T10:00:42+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.2,76.58,12.141,2.364,46.3,89.96,125066,623,0.41,9.779,17.07,11.95,NORMAL
2026-09-01T10:00:43+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.2,78.3,12.822,2.423,46.71,90.22,125067,623,0.543,10.418,11.57,8.17,NORMAL
2026-09-01T10:00:44+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.21,77.79,13.152,2.338,46.81,90.82,125069,623,0.374,10.354,13.88,9.33,NORMAL
2026-09-01T10:00:45+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.21,79.02,13.275,2.263,46.53,89.9,125070,623,0.54,10.241,12.17,12.03,NORMAL
2026-09-01T10:00:46+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.22,79.42,12.246,2.214,47.0,91.37,125072,623,0.503,9.773,12.92,6.23,NORMAL
2026-09-01T10:00:47+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.22,79.26,12.745,2.354,46.59,93.71,125073,623,0.668,10.293,14.08,6.22,NORMAL
2026-09-01T10:00:48+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.23,77.96,12.628,2.278,46.69,91.09,125075,623,0.607,10.406,12.41,12.02,NORMAL
2026-09-01T10:00:49+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.23,77.7,12.807,2.306,45.39,89.79,125076,623,0.427,9.424,14.87,12.03,NORMAL
2026-09-01T10:00:50+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.24,78.74,12.789,2.363,46.74,94.8,125078,623,0.677,10.571,15.3,12.14,NORMAL
2026-09-01T10:00:51+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.24,79.19,12.909,2.286,47.08,89.23,125079,623,0.652,10.276,15.1,13.67,NORMAL
2026-09-01T10:00:52+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.25,77.24,13.031,2.399,46.84,90.56,125081,623,0.51,11.156,14.4,6.97,NORMAL
2026-09-01T10:00:53+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.25,78.11,12.58,2.375,46.44,93.72,125082,623,0.681,9.371,9.95,13.69,NORMAL
2026-09-01T10:00:54+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.26,77.27,12.205,2.268,46.32,90.7,125084,623,0.24,9.381,13.84,9.87,NORMAL
2026-09-01T10:00:55+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.26,78.77,12.786,2.473,46.79,92.28,125085,623,0.555,10.814,14.49,9.03,NORMAL
2026-09-01T10:00:56+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.27,79.8,13.101,2.359,46.99,94.65,125087,623,0.445,10.42,11.49,6.08,NORMAL
2026-09-01T10:00:57+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.27,78.16,12.722,2.216,46.72,89.48,125089,623,0.564,9.966,10.99,11.53,NORMAL
2026-09-01T10:00:58+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.28,77.91,13.204,2.205,46.74,89.27,125090,623,0.64,10.198,15.33,8.17,NORMAL
2026-09-01T10:00:59+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.28,78.69,12.918,2.354,46.24,92.17,125092,623,0.358,10.288,17.79,10.2,NORMAL
2026-09-01T10:01:00+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.28,78.21,12.961,2.328,46.91,92.42,125093,623,0.568,9.397,11.47,13.79,NORMAL
2026-09-01T10:01:01+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.29,77.88,13.262,2.417,46.08,92.11,125095,623,0.479,10.328,9.46,13.53,NORMAL
2026-09-01T10:01:02+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.29,76.82,12.741,2.257,46.69,90.24,125096,623,0.521,10.476,14.07,8.43,NORMAL
2026-09-01T10:01:03+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.3,78.28,12.854,2.2,46.77,91.13,125098,623,0.327,10.584,17.91,8.44,NORMAL
2026-09-01T10:01:04+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.3,77.51,12.395,2.283,45.94,91.78,125099,623,0.63,10.236,10.41,7.39,NORMAL
2026-09-01T10:01:05+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.31,78.33,12.37,2.343,46.67,93.7,125101,623,0.375,10.439,17.32,12.3,NORMAL
2026-09-01T10:01:06+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.31,77.48,12.359,2.372,46.54,88.93,125102,623,0.502,10.438,16.44,6.57,NORMAL
2026-09-01T10:01:07+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.32,78.91,12.877,2.217,46.73,94.01,125104,623,0.682,9.972,13.44,6.64,NORMAL
2026-09-01T10:01:08+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.32,79.15,12.998,2.298,46.99,97.26,125105,623,0.717,11.022,14.18,13.61,NORMAL
2026-09-01T10:01:09+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.33,78.32,12.803,2.333,46.74,90.39,125107,623,0.616,10.863,14.71,9.93,NORMAL
2026-09-01T10:01:10+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.33,78.95,13.06,2.262,47.16,94.17,125108,623,0.466,10.47,11.59,13.56,NORMAL
2026-09-01T10:01:11+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.34,77.4,12.423,2.313,46.32,95.61,125110,623,0.725,10.14,13.88,9.31,NORMAL
2026-09-01T10:01:12+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.34,78.63,13.156,2.32,46.33,92.86,125112,623,0.469,11.269,12.94,11.59,NORMAL
2026-09-01T10:01:13+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.35,79.83,12.781,2.3,47.04,96.11,125113,623,0.862,11.148,17.22,9.69,NORMAL
2026-09-01T10:01:14+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.35,79.47,13.386,2.203,46.82,92.34,125115,623,0.545,9.276,11.19,10.41,NORMAL
2026-09-01T10:01:15+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.36,79.56,12.233,2.324,46.98,92.79,125116,623,0.309,10.854,13.57,12.56,NORMAL
2026-09-01T10:01:16+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.36,78.22,13.093,2.056,46.16,91.28,125118,623,0.554,9.734,13.97,10.35,NORMAL
2026-09-01T10:01:17+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.36,78.56,13.045,2.429,46.56,92.13,125119,623,0.741,10.446,15.35,12.49,NORMAL
2026-09-01T10:01:18+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.37,77.48,13.062,2.391,45.93,90.93,125121,623,0.551,9.575,16.83,12.99,NORMAL
2026-09-01T10:01:19+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.37,78.73,12.321,2.351,46.41,94.31,125122,623,0.239,10.476,12.05,11.54,NORMAL
2026-09-01T10:01:20+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.38,77.46,12.168,2.389,46.22,90.26,125124,623,0.622,10.906,16.85,6.29,NORMAL
2026-09-01T10:01:21+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.38,78.85,13.936,2.188,46.78,91.13,125125,623,0.387,9.368,12.99,11.55,NORMAL
2026-09-01T10:01:22+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.39,78.59,12.784,2.334,46.53,92.02,125127,623,0.598,11.179,16.13,7.36,NORMAL
2026-09-01T10:01:23+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.39,79.16,12.718,2.284,46.95,92.89,125129,623,0.549,10.276,16.24,13.21,NORMAL
2026-09-01T10:01:24+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.4,78.19,12.617,2.239,46.85,90.08,125130,623,0.46,10.37,11.25,12.76,NORMAL
2026-09-01T10:01:25+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.4,79.15,12.65,2.331,46.46,92.37,125132,623,0.724,10.089,11.47,10.53,NORMAL
2026-09-01T10:01:26+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.41,77.89,12.236,2.406,46.86,88.01,125133,623,0.555,9.731,16.19,10.86,NORMAL
2026-09-01T10:01:27+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.41,79.32,12.544,2.245,46.75,91.0,125135,623,0.692,9.748,11.78,9.53,NORMAL
2026-09-01T10:01:28+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.42,77.28,12.428,2.347,46.83,91.17,125136,623,0.475,9.006,13.85,13.77,NORMAL
2026-09-01T10:01:29+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.42,78.08,12.919,2.251,46.91,90.29,125138,623,0.519,10.431,17.67,7.13,NORMAL
2026-09-01T10:01:30+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.43,79.98,12.852,2.304,46.05,97.56,125139,623,0.506,9.61,16.12,6.11,NORMAL
2026-09-01T10:01:31+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.43,78.23,12.562,2.202,46.29,90.61,125141,623,0.553,10.323,16.96,10.49,NORMAL
2026-09-01T10:01:32+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.43,78.92,12.756,2.458,47.03,94.41,125142,623,0.495,9.985,10.26,13.57,NORMAL
2026-09-01T10:01:33+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.44,79.32,13.524,2.424,47.06,95.08,125144,623,0.668,10.009,15.68,7.24,NORMAL
2026-09-01T10:01:34+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.44,78.13,12.876,2.225,46.79,92.64,125145,623,0.541,10.355,12.99,13.6,NORMAL
2026-09-01T10:01:35+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.45,78.16,12.625,2.215,47.05,91.99,125147,623,0.718,10.941,13.09,11.3,NORMAL
2026-09-01T10:01:36+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.45,77.77,12.388,2.439,46.82,91.81,125148,623,0.612,10.302,9.62,12.12,NORMAL
2026-09-01T10:01:37+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.46,79.0,13.103,2.27,47.22,96.31,125150,624,0.589,10.429,11.26,7.4,NORMAL
2026-09-01T10:01:38+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.46,78.37,12.752,2.451,46.84,92.59,125152,624,0.656,10.183,15.68,10.21,NORMAL
2026-09-01T10:01:39+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.47,77.56,12.805,2.202,47.01,92.87,125153,624,0.752,10.459,16.8,10.17,NORMAL
2026-09-01T10:01:40+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.47,76.48,12.848,2.361,46.8,88.01,125155,624,0.656,10.042,9.66,6.65,NORMAL
2026-09-01T10:01:41+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.48,78.29,12.734,2.421,46.54,91.91,125156,624,0.42,10.085,14.45,6.79,NORMAL
2026-09-01T10:01:42+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.48,78.01,12.128,2.224,46.36,91.83,125158,624,0.468,9.988,12.05,9.63,NORMAL
2026-09-01T10:01:43+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.49,78.67,12.389,2.369,46.7,93.56,125159,624,0.757,10.625,9.84,6.77,NORMAL
2026-09-01T10:01:44+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.49,78.39,12.185,2.211,46.66,91.01,125161,624,0.509,10.794,14.99,12.0,NORMAL
2026-09-01T10:01:45+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.49,77.55,13.196,2.275,46.52,93.41,125162,624,0.503,9.873,9.97,12.76,NORMAL
2026-09-01T10:01:46+00:00,NORMAL_BASELINE,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.5,77.59,13.173,2.167,46.51,94.3,125164,624,0.281,11.133,14.78,6.21,NORMAL
