timestamp,src_ip,dst_ip,src_port,dst_port,proto,service,duration,orig_bytes,resp_bytes,conn_state,suricata_alert,programming_activity
2026-09-01T14:04:25+00:00,192.168.50.11,192.168.50.20,53577,502,tcp,modbus,0.0318,99,156,SF,0,0
2026-09-01T14:04:30+00:00,192.168.50.11,192.168.50.20,59888,502,tcp,modbus,0.0321,96,211,SF,0,0
2026-09-01T14:04:32+00:00,192.168.50.12,192.168.50.20,60698,4840,tcp,opcua,0.1716,366,652,SF,0,0
2026-09-01T14:04:35+00:00,192.168.50.11,192.168.50.20,51798,502,tcp,modbus,0.0527,74,172,SF,0,0
2026-09-01T14:04:40+00:00,192.168.50.11,192.168.50.20,55090,502,tcp,modbus,0.0276,100,124,SF,0,0
2026-09-01T14:04:45+00:00,192.168.50.11,192.168.50.20,61009,502,tcp,modbus,0.0389,128,135,SF,0,0
2026-09-01T14:04:47+00:00,192.168.50.12,192.168.50.20,52655,4840,tcp,opcua,0.0542,186,520,SF,0,0
2026-09-01T14:04:50+00:00,192.168.50.11,192.168.50.20,62559,502,tcp,modbus,0.0282,97,213,SF,0,0
2026-09-01T14:04:55+00:00,192.168.50.11,192.168.50.20,52858,502,tcp,modbus,0.0477,92,194,SF,0,0
2026-09-01T14:05:00+00:00,192.168.50.11,192.168.50.20,56621,502,tcp,modbus,0.0419,105,159,SF,0,0
2026-09-01T14:05:02+00:00,192.168.50.12,192.168.50.20,52144,4840,tcp,opcua,0.0932,395,801,SF,0,0
2026-09-01T14:05:05+00:00,192.168.50.11,192.168.50.20,62855,502,tcp,modbus,0.0373,114,174,SF,0,0
2026-09-01T14:05:10+00:00,192.168.50.11,192.168.50.20,49540,502,tcp,modbus,0.0376,78,158,SF,0,0
2026-09-01T14:05:15+00:00,192.168.50.11,192.168.50.20,55341,502,tcp,modbus,0.0569,77,201,SF,0,0
2026-09-01T14:05:17+00:00,192.168.50.12,192.168.50.20,54876,4840,tcp,opcua,0.1776,296,502,SF,0,0
2026-09-01T14:05:20+00:00,192.168.50.11,192.168.50.20,54622,502,tcp,modbus,0.0433,72,103,SF,0,0
2026-09-01T14:05:25+00:00,192.168.50.11,192.168.50.20,59505,502,tcp,modbus,0.0392,76,106,SF,0,0
2026-09-01T14:05:30+00:00,192.168.50.11,192.168.50.20,58135,502,tcp,modbus,0.0588,84,136,SF,0,0
2026-09-01T14:05:32+00:00,192.168.50.12,192.168.50.20,56486,4840,tcp,opcua,0.0845,280,784,SF,0,0
2026-09-01T14:05:35+00:00,192.168.50.11,192.168.50.20,56923,502,tcp,modbus,0.0227,85,107,SF,0,0
2026-09-01T14:05:40+00:00,192.168.50.11,192.168.50.20,60766,502,tcp,modbus,0.0362,91,118,SF,0,0
2026-09-01T14:05:45+00:00,192.168.50.11,192.168.50.20,52858,502,tcp,modbus,0.0277,80,216,SF,0,0
2026-09-01T14:05:47+00:00,192.168.50.12,192.168.50.20,60546,4840,tcp,opcua,0.0778,335,672,SF,0,0
2026-09-01T14:05:50+00:00,192.168.50.11,192.168.50.20,55728,502,tcp,modbus,0.0568,115,203,SF,0,0
2026-09-01T14:05:55+00:00,192.168.50.11,192.168.50.20,59971,502,tcp,modbus,0.057,124,166,SF,0,0
2026-09-01T14:06:00+00:00,192.168.50.11,192.168.50.20,64054,502,tcp,modbus,0.0191,119,212,SF,0,0
2026-09-01T14:06:02+00:00,192.168.50.12,192.168.50.20,51383,4840,tcp,opcua,0.0901,362,450,SF,0,0
2026-09-01T14:06:05+00:00,192.168.50.11,192.168.50.20,49283,502,tcp,modbus,0.0366,73,199,SF,0,0
2026-09-01T14:06:10+00:00,192.168.50.11,192.168.50.20,64536,502,tcp,modbus,0.0247,123,205,SF,0,0
2026-09-01T14:06:15+00:00,192.168.50.11,192.168.50.20,55942,502,tcp,modbus,0.0275,101,218,SF,0,0
2026-09-01T14:06:17+00:00,192.168.50.12,192.168.50.20,50186,4840,tcp,opcua,0.1129,411,319,SF,0,0
2026-09-01T14:06:20+00:00,192.168.50.11,192.168.50.20,51346,502,tcp,modbus,0.0453,107,151,SF,0,0
2026-09-01T14:06:25+00:00,192.168.50.11,192.168.50.20,55573,502,tcp,modbus,0.0553,99,106,SF,0,0
2026-09-01T14:06:30+00:00,192.168.50.11,192.168.50.20,53033,502,tcp,modbus,0.0437,72,184,SF,0,0
2026-09-01T14:06:32+00:00,192.168.50.12,192.168.50.20,51538,4840,tcp,opcua,0.0809,260,338,SF,0,0
2026-09-01T14:06:35+00:00,192.168.50.11,192.168.50.20,49872,502,tcp,modbus,0.0552,79,196,SF,0,0
2026-09-01T14:06:40+00:00,192.168.50.11,192.168.50.20,53722,502,tcp,modbus,0.0574,74,203,SF,0,0
2026-09-01T14:06:45+00:00,192.168.50.11,192.168.50.20,62676,502,tcp,modbus,0.0234,84,187,SF,0,0
2026-09-01T14:06:47+00:00,192.168.50.12,192.168.50.20,56071,4840,tcp,opcua,0.1666,354,551,SF,0,0
2026-09-01T14:06:50+00:00,192.168.50.11,192.168.50.20,60578,502,tcp,modbus,0.0407,97,194,SF,0,0
2026-09-01T14:06:55+00:00,192.168.50.11,192.168.50.20,50323,502,tcp,modbus,0.0305,108,133,SF,0,0
2026-09-01T14:07:00+00:00,192.168.50.11,192.168.50.20,64969,502,tcp,modbus,0.0503,96,169,SF,0,0
2026-09-01T14:07:02+00:00,192.168.50.12,192.168.50.20,63569,4840,tcp,opcua,0.0737,217,732,SF,0,0
2026-09-01T14:07:05+00:00,192.168.50.11,192.168.50.20,51913,502,tcp,modbus,0.0238,80,120,SF,0,0
2026-09-01T14:07:10+00:00,192.168.50.11,192.168.50.20,58276,502,tcp,modbus,0.0173,77,119,SF,0,0
2026-09-01T14:07:15+00:00,192.168.50.11,192.168.50.20,55738,502,tcp,modbus,0.0341,104,97,SF,0,0
2026-09-01T14:07:17+00:00,192.168.50.12,192.168.50.20,61552,4840,tcp,opcua,0.054,274,880,SF,0,0
2026-09-01T14:07:20+00:00,192.168.50.11,192.168.50.20,59203,502,tcp,modbus,0.0345,122,169,SF,0,0
2026-09-01T14:07:25+00:00,192.168.50.11,192.168.50.20,62680,502,tcp,modbus,0.0455,95,92,SF,0,0
2026-09-01T14:07:30+00:00,192.168.50.11,192.168.50.20,64341,502,tcp,modbus,0.0484,85,145,SF,0,0
2026-09-01T14:07:32+00:00,192.168.50.12,192.168.50.20,52357,4840,tcp,opcua,0.0576,211,846,SF,0,0
2026-09-01T14:07:35+00:00,192.168.50.11,192.168.50.20,51631,502,tcp,modbus,0.0218,89,205,SF,0,0
2026-09-01T14:07:40+00:00,192.168.50.11,192.168.50.20,60699,502,tcp,modbus,0.0226,98,93,SF,0,0
2026-09-01T14:07:45+00:00,192.168.50.11,192.168.50.20,57517,502,tcp,modbus,0.0499,85,154,SF,0,0
2026-09-01T14:07:47+00:00,192.168.50.12,192.168.50.20,49549,4840,tcp,opcua,0.168,392,536,SF,0,0
2026-09-01T14:07:50+00:00,192.168.50.11,192.168.50.20,60263,502,tcp,modbus,0.0505,72,92,SF,0,0
2026-09-01T14:07:55+00:00,192.168.50.11,192.168.50.20,64459,502,tcp,modbus,0.0588,120,136,SF,0,0
2026-09-01T14:08:00+00:00,192.168.50.11,192.168.50.20,59164,502,tcp,modbus,0.0393,129,101,SF,0,0
2026-09-01T14:08:02+00:00,192.168.50.12,192.168.50.20,55567,4840,tcp,opcua,0.0976,193,416,SF,0,0
2026-09-01T14:08:05+00:00,192.168.50.11,192.168.50.20,52140,502,tcp,modbus,0.0165,85,156,SF,0,0
2026-09-01T14:08:10+00:00,192.168.50.11,192.168.50.20,61525,502,tcp,modbus,0.042,88,136,SF,0,0
2026-09-01T14:08:15+00:00,192.168.50.11,192.168.50.20,53187,502,tcp,modbus,0.048,83,101,SF,0,0
2026-09-01T14:08:17+00:00,192.168.50.12,192.168.50.20,61396,4840,tcp,opcua,0.1427,361,741,SF,0,0
2026-09-01T14:08:20+00:00,192.168.50.11,192.168.50.20,54430,502,tcp,modbus,0.0486,102,126,SF,0,0
2026-09-01T14:08:25+00:00,192.168.50.11,192.168.50.20,51173,502,tcp,modbus,0.0436,77,104,SF,0,0
2026-09-01T14:08:30+00:00,192.168.50.11,192.168.50.20,63803,502,tcp,modbus,0.0516,83,106,SF,0,0
2026-09-01T14:08:32+00:00,192.168.50.12,192.168.50.20,58663,4840,tcp,opcua,0.1789,217,495,SF,0,0
2026-09-01T14:08:35+00:00,192.168.50.11,192.168.50.20,49768,502,tcp,modbus,0.0509,85,91,SF,0,0
2026-09-01T14:08:40+00:00,192.168.50.11,192.168.50.20,57358,502,tcp,modbus,0.0579,129,189,SF,0,0
2026-09-01T14:08:45+00:00,192.168.50.11,192.168.50.20,59039,502,tcp,modbus,0.018,82,198,SF,0,0
2026-09-01T14:08:47+00:00,192.168.50.12,192.168.50.20,51152,4840,tcp,opcua,0.0764,332,637,SF,0,0
2026-09-01T14:08:50+00:00,192.168.50.11,192.168.50.20,53807,502,tcp,modbus,0.0413,84,139,SF,0,0
2026-09-01T14:08:55+00:00,192.168.50.11,192.168.50.20,61419,502,tcp,modbus,0.0321,89,102,SF,0,0
2026-09-01T14:09:00+00:00,192.168.50.11,192.168.50.20,64194,502,tcp,modbus,0.046,80,105,SF,0,0
2026-09-01T14:09:02+00:00,192.168.50.12,192.168.50.20,50730,4840,tcp,opcua,0.1385,301,625,SF,0,0
2026-09-01T14:09:05+00:00,192.168.50.11,192.168.50.20,57449,502,tcp,modbus,0.0221,101,112,SF,0,0
2026-09-01T14:09:10+00:00,192.168.50.11,192.168.50.20,49879,502,tcp,modbus,0.0171,80,197,SF,0,0
2026-09-01T14:09:15+00:00,192.168.50.11,192.168.50.20,52008,502,tcp,modbus,0.0476,121,112,SF,0,0
2026-09-01T14:09:17+00:00,192.168.50.12,192.168.50.20,64804,4840,tcp,opcua,0.1369,415,642,SF,0,0
2026-09-01T14:09:20+00:00,192.168.50.11,192.168.50.20,51228,502,tcp,modbus,0.0329,120,173,SF,0,0
2026-09-01T14:09:25+00:00,192.168.50.11,192.168.50.20,59618,502,tcp,modbus,0.058,95,125,SF,0,0
2026-09-01T14:09:30+00:00,192.168.50.11,192.168.50.20,54200,502,tcp,modbus,0.0388,98,218,SF,0,0
2026-09-01T14:09:32+00:00,192.168.50.12,192.168.50.20,56906,4840,tcp,opcua,0.1404,187,388,SF,0,0
2026-09-01T14:09:35+00:00,192.168.50.11,192.168.50.20,64109,502,tcp,modbus,0.027,93,191,SF,0,0
2026-09-01T14:09:40+00:00,192.168.50.11,192.168.50.20,51175,502,tcp,modbus,0.0586,105,203,SF,0,0
2026-09-01T14:09:45+00:00,192.168.50.11,192.168.50.20,63645,502,tcp,modbus,0.0283,108,112,SF,0,0
2026-09-01T14:09:47+00:00,192.168.50.12,192.168.50.20,53062,4840,tcp,opcua,0.0517,220,813,SF,0,0
2026-09-01T14:09:50+00:00,192.168.50.11,192.168.50.20,56866,502,tcp,modbus,0.0538,126,101,SF,0,0
2026-09-01T14:09:55+00:00,192.168.50.11,192.168.50.20,56294,502,tcp,modbus,0.0344,90,180,SF,0,0
2026-09-01T14:10:00+00:00,192.168.50.11,192.168.50.20,53391,502,tcp,modbus,0.0228,119,115,SF,0,0
2026-09-01T14:10:00+00:00,192.168.50.50,192.168.50.20,43000,22,tcp,unknown,0.038,66,38,S0,1,0
2026-09-01T14:10:00+00:00,192.168.50.50,192.168.50.20,43001,80,tcp,unknown,0.0242,76,32,REJ,0,0
2026-09-01T14:10:01+00:00,192.168.50.50,192.168.50.20,43002,443,tcp,unknown,0.0391,108,78,S0,0,0
2026-09-01T14:10:01+00:00,192.168.50.50,192.168.50.20,43003,502,tcp,unknown,0.047,110,28,REJ,0,0
2026-09-01T14:10:02+00:00,192.168.50.12,192.168.50.20,52778,4840,tcp,opcua,0.1344,339,806,SF,0,0
2026-09-01T14:10:02+00:00,192.168.50.50,192.168.50.20,43004,4840,tcp,unknown,0.0677,143,77,S0,0,0
2026-09-01T14:10:02+00:00,192.168.50.50,192.168.50.20,43005,11740,tcp,unknown,0.0649,61,73,REJ,0,0
2026-09-01T14:10:03+00:00,192.168.50.50,192.168.50.20,43006,1217,tcp,unknown,0.0556,89,89,S0,0,0
2026-09-01T14:10:03+00:00,192.168.50.50,192.168.50.20,43007,8080,tcp,unknown,0.0626,55,90,REJ,0,0
2026-09-01T14:10:04+00:00,192.168.50.50,192.168.50.20,43008,22,tcp,unknown,0.0167,135,33,S0,0,0
2026-09-01T14:10:04+00:00,192.168.50.50,192.168.50.20,43009,80,tcp,unknown,0.0614,110,13,REJ,0,0
2026-09-01T14:10:05+00:00,192.168.50.11,192.168.50.20,51010,502,tcp,modbus,0.0363,112,142,SF,0,0
2026-09-01T14:10:05+00:00,192.168.50.50,192.168.50.20,43010,443,tcp,unknown,0.056,79,99,S0,0,0
2026-09-01T14:10:05+00:00,192.168.50.50,192.168.50.20,43011,502,tcp,unknown,0.0597,130,99,REJ,0,0
2026-09-01T14:10:06+00:00,192.168.50.50,192.168.50.20,43012,4840,tcp,unknown,0.0236,62,27,S0,0,0
2026-09-01T14:10:06+00:00,192.168.50.50,192.168.50.20,43013,11740,tcp,unknown,0.0214,61,18,REJ,0,0
2026-09-01T14:10:07+00:00,192.168.50.50,192.168.50.20,43014,1217,tcp,unknown,0.0652,135,27,S0,0,0
2026-09-01T14:10:07+00:00,192.168.50.50,192.168.50.20,43015,8080,tcp,unknown,0.0392,65,53,REJ,0,0
2026-09-01T14:10:08+00:00,192.168.50.50,192.168.50.20,43016,22,tcp,unknown,0.0617,47,0,S0,0,0
2026-09-01T14:10:08+00:00,192.168.50.50,192.168.50.20,43017,80,tcp,unknown,0.0169,113,2,REJ,0,0
2026-09-01T14:10:09+00:00,192.168.50.50,192.168.50.20,43018,443,tcp,unknown,0.0207,131,21,S0,0,0
2026-09-01T14:10:09+00:00,192.168.50.50,192.168.50.20,43019,502,tcp,unknown,0.029,82,4,REJ,0,0
2026-09-01T14:10:10+00:00,192.168.50.11,192.168.50.20,58090,502,tcp,modbus,0.0418,78,113,SF,0,0
2026-09-01T14:10:10+00:00,192.168.50.50,192.168.50.20,43020,4840,tcp,unknown,0.0282,61,42,S0,0,0
2026-09-01T14:10:10+00:00,192.168.50.50,192.168.50.20,43021,11740,tcp,unknown,0.0096,92,64,REJ,0,0
2026-09-01T14:10:11+00:00,192.168.50.50,192.168.50.20,43022,1217,tcp,unknown,0.022,138,58,S0,0,0
2026-09-01T14:10:11+00:00,192.168.50.50,192.168.50.20,43023,8080,tcp,unknown,0.0474,49,32,REJ,0,0
2026-09-01T14:10:12+00:00,192.168.50.50,192.168.50.20,43024,22,tcp,unknown,0.0621,150,71,S0,0,0
2026-09-01T14:10:12+00:00,192.168.50.50,192.168.50.20,43025,80,tcp,unknown,0.062,138,44,REJ,0,0
2026-09-01T14:10:13+00:00,192.168.50.50,192.168.50.20,43026,443,tcp,unknown,0.0369,127,6,S0,0,0
2026-09-01T14:10:13+00:00,192.168.50.50,192.168.50.20,43027,502,tcp,unknown,0.0324,93,31,REJ,0,0
2026-09-01T14:10:14+00:00,192.168.50.50,192.168.50.20,43028,4840,tcp,unknown,0.0155,43,27,S0,0,0
2026-09-01T14:10:14+00:00,192.168.50.50,192.168.50.20,43029,11740,tcp,unknown,0.0339,85,18,REJ,0,0
2026-09-01T14:10:15+00:00,192.168.50.11,192.168.50.20,53727,502,tcp,modbus,0.0337,77,112,SF,0,0
2026-09-01T14:10:15+00:00,192.168.50.50,192.168.50.20,43030,1217,tcp,unknown,0.0555,127,79,S0,0,0
2026-09-01T14:10:15+00:00,192.168.50.50,192.168.50.20,43031,8080,tcp,unknown,0.0458,52,98,REJ,0,0
2026-09-01T14:10:16+00:00,192.168.50.50,192.168.50.20,43032,22,tcp,unknown,0.0224,115,99,S0,0,0
2026-09-01T14:10:16+00:00,192.168.50.50,192.168.50.20,43033,80,tcp,unknown,0.0073,50,44,REJ,0,0
2026-09-01T14:10:17+00:00,192.168.50.12,192.168.50.20,59908,4840,tcp,opcua,0.0719,358,438,SF,0,0
2026-09-01T14:10:17+00:00,192.168.50.50,192.168.50.20,43034,443,tcp,unknown,0.0376,120,77,S0,0,0
2026-09-01T14:10:17+00:00,192.168.50.50,192.168.50.20,43035,502,tcp,unknown,0.0549,142,72,REJ,0,0
2026-09-01T14:10:18+00:00,192.168.50.50,192.168.50.20,43036,4840,tcp,unknown,0.0133,44,76,S0,0,0
2026-09-01T14:10:18+00:00,192.168.50.50,192.168.50.20,43037,11740,tcp,unknown,0.0152,60,95,REJ,0,0
2026-09-01T14:10:19+00:00,192.168.50.50,192.168.50.20,43038,1217,tcp,unknown,0.0514,50,56,S0,0,0
2026-09-01T14:10:19+00:00,192.168.50.50,192.168.50.20,43039,8080,tcp,unknown,0.0151,72,19,REJ,0,0
2026-09-01T14:10:20+00:00,192.168.50.11,192.168.50.20,58707,502,tcp,modbus,0.0206,120,220,SF,0,0
2026-09-01T14:10:20+00:00,192.168.50.50,192.168.50.20,43040,22,tcp,unknown,0.0129,56,84,S0,0,0
2026-09-01T14:10:20+00:00,192.168.50.50,192.168.50.20,43041,80,tcp,unknown,0.0524,87,80,REJ,0,0
2026-09-01T14:10:21+00:00,192.168.50.50,192.168.50.20,43042,443,tcp,unknown,0.0451,97,73,S0,0,0
2026-09-01T14:10:21+00:00,192.168.50.50,192.168.50.20,43043,502,tcp,unknown,0.0084,89,4,REJ,0,0
2026-09-01T14:10:22+00:00,192.168.50.50,192.168.50.20,43044,4840,tcp,unknown,0.0074,67,24,S0,0,0
2026-09-01T14:10:22+00:00,192.168.50.50,192.168.50.20,43045,11740,tcp,unknown,0.0078,42,46,REJ,0,0
2026-09-01T14:10:23+00:00,192.168.50.50,192.168.50.20,43046,1217,tcp,unknown,0.0267,124,51,S0,0,0
2026-09-01T14:10:23+00:00,192.168.50.50,192.168.50.20,43047,8080,tcp,unknown,0.0194,47,23,REJ,0,0
2026-09-01T14:10:24+00:00,192.168.50.50,192.168.50.20,43048,22,tcp,unknown,0.0165,138,89,S0,0,0
2026-09-01T14:10:24+00:00,192.168.50.50,192.168.50.20,43049,80,tcp,unknown,0.0541,124,4,REJ,0,0
2026-09-01T14:10:25+00:00,192.168.50.11,192.168.50.20,52476,502,tcp,modbus,0.0407,128,145,SF,0,0
2026-09-01T14:10:25+00:00,192.168.50.50,192.168.50.20,43050,443,tcp,unknown,0.0427,57,73,S0,0,0
2026-09-01T14:10:25+00:00,192.168.50.50,192.168.50.20,43051,502,tcp,unknown,0.0598,49,0,REJ,0,0
2026-09-01T14:10:26+00:00,192.168.50.50,192.168.50.20,43052,4840,tcp,unknown,0.0503,82,74,S0,0,0
